Car_ID,Manufacturer,Car_Model,Driver,Battery_Capacity_kWh,Battery_Percentage,Battery_Health,Expected_Distance_KM,Max_Speed_KMH,Instantaneous_Speed_KMH,Revenue,Age_Days,KM_Travelled,Energy_Consumption_Rate,Year_Manufactured,Maintenance_Cost,Charging,Running,Charging_Cost,Garage,Garage_Status,Timestamp
EV0044,Hyundai,Kona EV,Driver_044,39.2,22.04,94.48,94.12,167,140,0.0,1331,35586,0.16,2022,1733.08,0,1,0.0,Garage D,Working,2025-11-22 04:54:00
EV0033,Tesla,Model 3,Driver_033,60.0,79.21,87.81,347.77,225,131,497.36,1649,162945,0.14,2021,5712.85,0,1,0.0,Garage A,Parked,2025-11-22 05:18:00
EV0023,MG,ZS EV,Driver_023,50.3,71.67,93.91,310.28,175,0,0.0,903,31468,0.17,2024,1395.54,1,0,453.92,Garage C,Charging,2025-11-22 06:53:00
EV0039,MG,ZS EV,Driver_039,50.3,19.58,86.13,77.74,175,0,0.0,2394,122143,0.17,2022,4861.29,1,0,228.23,Garage C,Charging,2025-11-22 06:55:00
EV0043,MG,ZS EV,Driver_043,50.3,70.2,96.32,311.71,175,151,389.72,630,59971,0.17,2022,2114.13,0,1,0.0,Garage C,Parked,2025-11-22 07:21:00
EV0003,MG,ZS EV,Driver_003,50.3,40.01,96.75,178.45,175,31,517.66,449,30688,0.17,2022,1145.14,0,1,0.0,Garage C,Working,2025-11-22 08:00:00
EV0001,Tesla,Model 3,Driver_001,60.0,69.75,88.8,309.69,225,84,825.64,1933,112918,0.14,2022,4354.04,0,1,0.0,Garage A,Working,2025-11-22 08:08:00
EV0019,MG,ZS EV,Driver_019,50.3,62.14,81.98,234.84,175,0,0.0,2221,203492,0.17,2023,7215.26,1,0,306.87,Garage C,Charging,2025-11-22 09:10:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,54.11,97.41,238.24,167,0,0.0,441,21923,0.16,2021,878.19,1,0,108.88,Garage D,Charging,2025-11-22 10:01:00
EV0010,Tata,Nexon EV,Driver_010,40.5,9.61,86.12,38.48,120,0,0.0,1725,190853,0.18,2021,6588.09,1,0,129.73,Garage B,Charging,2025-11-22 10:05:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,65.36,84.06,248.34,167,153,649.26,2467,131975,0.16,2019,5192.75,0,1,0.0,Garage D,Parked,2025-11-22 11:12:00
EV0017,Tesla,Model 3,Driver_017,60.0,62.33,89.45,278.77,225,157,273.32,2197,71092,0.14,2019,3231.26,0,1,0.0,Garage A,Working,2025-11-22 11:45:00
EV0035,MG,ZS EV,Driver_035,50.3,98.59,88.18,400.78,175,173,598.02,2392,84889,0.17,2023,3742.67,0,1,0.0,Garage C,Working,2025-11-22 11:51:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,65.78,85.72,254.87,167,118,911.79,1872,169259,0.16,2022,6013.77,0,1,0.0,Garage D,Working,2025-11-22 12:13:00
EV0029,Tesla,Model 3,Driver_029,60.0,48.05,90.22,216.75,225,147,955.23,1979,71683,0.14,2020,3139.99,0,1,0.0,Garage A,Working,2025-11-22 12:27:00
EV0028,Hyundai,Kona EV,Driver_028,39.2,25.81,85.52,99.77,167,125,125.81,1919,128738,0.16,2022,4821.64,0,1,0.0,Garage D,Parked,2025-11-22 13:58:00
EV0039,MG,ZS EV,Driver_039,50.3,14.67,86.13,58.25,175,0,0.0,2394,126320,0.17,2022,4986.6,1,0,126.74,Garage C,Charging,2025-11-22 14:05:00
EV0013,Tesla,Model 3,Driver_013,60.0,21.19,92.84,98.36,225,142,665.09,1069,62634,0.14,2025,2413.52,0,1,0.0,Garage A,Parked,2025-11-22 16:59:00
EV0029,Tesla,Model 3,Driver_029,60.0,92.86,90.22,418.89,225,43,262.83,1979,72207,0.14,2020,3155.71,0,1,0.0,Garage A,Working,2025-11-22 18:35:00
EV0030,Tata,Nexon EV,Driver_030,40.5,90.29,97.35,408.72,120,85,0.0,339,24662,0.18,2023,909.36,0,1,0.0,Garage B,Parked,2025-11-22 19:30:00
EV0011,MG,ZS EV,Driver_011,50.3,53.85,87.26,216.62,175,0,0.0,2370,58752,0.17,2021,2947.56,1,0,284.21,Garage C,Charging,2025-11-22 19:40:00
EV0015,MG,ZS EV,Driver_015,50.3,47.85,94.81,209.14,175,24,583.81,815,38835,0.17,2020,1572.55,0,1,0.0,Garage C,Working,2025-11-22 20:17:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,32.53,85.88,126.27,167,22,729.84,1948,152652,0.16,2022,5553.56,0,1,0.0,Garage D,Working,2025-11-22 20:25:00
EV0014,Tata,Nexon EV,Driver_014,40.5,93.73,99.2,432.36,120,64,0.0,316,25691,0.18,2022,928.73,0,1,0.0,Garage B,Working,2025-11-22 21:09:00
EV0031,MG,ZS EV,Driver_031,50.3,83.92,93.45,361.53,175,35,884.32,907,105829,0.17,2025,3628.37,0,1,0.0,Garage C,Parked,2025-11-22 21:43:00
EV0016,Hyundai,Kona EV,Driver_016,39.2,64.08,87.25,252.71,167,27,211.27,1821,120012,0.16,2020,4510.86,0,1,0.0,Garage D,Working,2025-11-22 22:35:00
EV0031,MG,ZS EV,Driver_031,50.3,52.38,93.45,225.66,175,172,348.64,907,107761,0.17,2025,3686.33,0,1,0.0,Garage C,Working,2025-11-22 22:45:00
EV0024,Hyundai,Kona EV,Driver_024,39.2,54.48,88.89,218.89,167,38,0.0,1991,89731,0.16,2024,3687.43,0,1,0.0,Garage D,Working,2025-11-22 22:55:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,47.11,97.41,207.42,167,52,533.4,441,24424,0.16,2021,953.22,0,1,0.0,Garage D,Working,2025-11-22 23:13:00
EV0024,Hyundai,Kona EV,Driver_024,39.2,65.64,88.89,263.73,167,161,243.28,1991,87998,0.16,2024,3635.44,0,1,0.0,Garage D,Working,2025-11-22 23:24:00
EV0047,MG,ZS EV,Driver_047,50.3,82.88,95.72,365.72,175,20,651.4,880,22652,0.17,2019,1119.56,0,1,0.0,Garage C,Working,2025-11-22 23:46:00
EV0028,Hyundai,Kona EV,Driver_028,39.2,20.61,85.52,79.67,167,123,937.77,1919,130044,0.16,2022,4860.82,0,1,0.0,Garage D,Working,2025-11-23 00:12:00
EV0018,Tata,Nexon EV,Driver_018,40.5,14.36,92.27,61.61,120,0,0.0,1157,100798,0.18,2021,3602.44,1,0,390.02,Garage B,Charging,2025-11-23 01:47:00
EV0021,Tesla,Model 3,Driver_021,60.0,12.28,85.91,52.75,225,0,0.0,2285,142418,0.14,2019,5415.04,1,0,69.59,Garage A,Charging,2025-11-23 03:56:00
EV0002,Tata,Nexon EV,Driver_002,40.5,8.28,92.18,35.49,120,0,0.0,1261,83348,0.18,2021,3130.94,1,0,92.34,Garage B,Charging,2025-11-23 05:04:00
EV0042,Tata,Nexon EV,Driver_042,40.5,92.71,99.76,430.07,120,83,132.82,130,6602,0.18,2023,263.06,0,1,0.0,Garage B,Parked,2025-11-23 05:17:00
EV0039,MG,ZS EV,Driver_039,50.3,7.96,86.13,31.61,175,0,0.0,2394,122902,0.17,2022,4884.06,1,0,110.02,Garage C,Charging,2025-11-23 06:35:00
EV0006,Tata,Nexon EV,Driver_006,40.5,75.86,93.59,330.14,120,0,0.0,1009,67826,0.18,2020,2539.28,1,0,151.91,Garage B,Charging,2025-11-23 06:41:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,11.88,84.06,45.14,167,0,0.0,2467,134114,0.16,2019,5256.92,1,0,486.02,Garage D,Charging,2025-11-23 08:55:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,79.99,89.95,325.22,167,0,0.0,1937,48427,0.16,2025,2421.31,1,0,472.05,Garage D,Charging,2025-11-23 08:56:00
EV0014,Tata,Nexon EV,Driver_014,40.5,86.46,99.2,398.82,120,52,0.0,316,29252,0.18,2022,1035.56,0,1,0.0,Garage B,Working,2025-11-23 10:02:00
EV0013,Tesla,Model 3,Driver_013,60.0,58.34,92.84,270.81,225,72,374.82,1069,62671,0.14,2025,2414.63,0,1,0.0,Garage A,Working,2025-11-23 10:14:00
EV0029,Tesla,Model 3,Driver_029,60.0,37.9,90.22,170.97,225,196,398.23,1979,72311,0.14,2020,3158.83,0,1,0.0,Garage A,Working,2025-11-23 10:34:00
EV0010,Tata,Nexon EV,Driver_010,40.5,73.42,86.12,294.02,120,57,0.0,1725,190116,0.18,2021,6565.98,0,1,0.0,Garage B,Working,2025-11-23 11:57:00
EV0046,Tata,Nexon EV,Driver_046,40.5,63.49,89.18,263.28,120,24,0.0,1949,44250,0.18,2022,2302.0,0,1,0.0,Garage B,Parked,2025-11-23 15:59:00
EV0010,Tata,Nexon EV,Driver_010,40.5,11.22,86.12,44.93,120,0,0.0,1725,192670,0.18,2021,6642.6,1,0,309.43,Garage B,Charging,2025-11-23 16:06:00
EV0001,Tesla,Model 3,Driver_001,60.0,13.03,88.8,57.85,225,0,0.0,1933,112596,0.14,2022,4344.38,1,0,351.9,Garage A,Charging,2025-11-23 16:55:00
EV0039,MG,ZS EV,Driver_039,50.3,65.4,86.13,259.68,175,0,0.0,2394,126762,0.17,2022,4999.86,1,0,377.73,Garage C,Charging,2025-11-23 18:07:00
EV0021,Tesla,Model 3,Driver_021,60.0,39.22,85.91,168.47,225,91,619.51,2285,142773,0.14,2019,5425.69,0,1,0.0,Garage A,Parked,2025-11-23 20:28:00
EV0049,Tesla,Model 3,Driver_049,60.0,56.22,92.35,259.6,225,49,0.0,1292,27416,0.14,2023,1468.48,0,1,0.0,Garage A,Parked,2025-11-23 20:52:00
EV0038,Tata,Nexon EV,Driver_038,40.5,53.1,96.7,238.77,120,0,0.0,407,14042,0.18,2022,624.76,1,0,431.62,Garage B,Charging,2025-11-23 21:48:00
EV0045,Tesla,Model 3,Driver_045,60.0,42.18,92.52,195.12,225,0,0.0,981,107266,0.14,2025,3708.48,1,0,493.27,Garage A,Charging,2025-11-23 22:08:00
EV0049,Tesla,Model 3,Driver_049,60.0,94.71,92.35,437.32,225,166,143.39,1292,30734,0.14,2023,1568.02,0,1,0.0,Garage A,Working,2025-11-23 22:41:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,44.86,85.88,174.14,167,87,0.0,1948,151048,0.16,2022,5505.44,0,1,0.0,Garage D,Parked,2025-11-23 23:29:00
EV0033,Tesla,Model 3,Driver_033,60.0,30.24,87.81,132.77,225,116,0.0,1649,164988,0.14,2021,5774.14,0,1,0.0,Garage A,Working,2025-11-24 00:25:00
EV0027,MG,ZS EV,Driver_027,50.3,81.08,88.48,330.72,175,58,416.34,1743,98998,0.17,2020,3841.44,0,1,0.0,Garage C,Working,2025-11-24 02:01:00
EV0007,MG,ZS EV,Driver_007,50.3,44.57,92.76,190.59,175,100,509.29,762,80271,0.17,2024,2789.13,0,1,0.0,Garage C,Working,2025-11-24 02:09:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,13.71,89.95,55.74,167,0,0.0,1937,48011,0.16,2025,2408.83,1,0,184.96,Garage D,Charging,2025-11-24 02:21:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,80.28,92.29,334.89,167,0,0.0,923,82545,0.16,2024,2937.85,1,0,258.17,Garage D,Charging,2025-11-24 02:48:00
EV0030,Tata,Nexon EV,Driver_030,40.5,16.3,97.35,73.79,120,0,0.0,339,24661,0.18,2023,909.33,1,0,118.2,Garage B,Charging,2025-11-24 03:07:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,65.03,84.06,247.08,167,115,569.27,2467,134875,0.16,2019,5279.75,0,1,0.0,Garage D,Working,2025-11-24 04:27:00
EV0036,Hyundai,Kona EV,Driver_036,39.2,43.91,85.72,170.13,167,93,808.24,1872,169100,0.16,2022,6009.0,0,1,0.0,Garage D,Working,2025-11-24 04:30:00
EV0037,Tesla,Model 3,Driver_037,60.0,97.66,80.94,395.23,225,94,310.42,2151,243650,0.14,2019,8385.0,0,1,0.0,Garage A,Working,2025-11-24 05:18:00
EV0006,Tata,Nexon EV,Driver_006,40.5,10.18,93.59,44.3,120,0,0.0,1009,69750,0.18,2020,2597.0,1,0,437.79,Garage B,Charging,2025-11-24 06:42:00
EV0014,Tata,Nexon EV,Driver_014,40.5,41.49,99.2,191.39,120,98,195.75,316,28925,0.18,2022,1025.75,0,1,0.0,Garage B,Working,2025-11-24 08:26:00
EV0003,MG,ZS EV,Driver_003,50.3,13.61,96.75,60.7,175,0,0.0,449,29620,0.17,2022,1113.1,1,0,366.97,Garage C,Charging,2025-11-24 10:09:00
EV0007,MG,ZS EV,Driver_007,50.3,17.17,92.76,73.42,175,0,0.0,762,79520,0.17,2024,2766.6,1,0,114.64,Garage C,Charging,2025-11-24 10:13:00
EV0011,MG,ZS EV,Driver_011,50.3,55.03,87.26,221.37,175,145,135.96,2370,57244,0.17,2021,2902.32,0,1,0.0,Garage C,Working,2025-11-24 10:21:00
EV0032,Hyundai,Kona EV,Driver_032,39.2,45.29,92.04,188.42,167,0,0.0,1016,80214,0.16,2024,2914.42,1,0,144.34,Garage D,Charging,2025-11-24 10:39:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,83.64,84.06,317.79,167,41,0.0,2467,134325,0.16,2019,5263.25,0,1,0.0,Garage D,Working,2025-11-24 11:14:00
EV0015,MG,ZS EV,Driver_015,50.3,74.86,94.81,327.19,175,101,255.15,815,35445,0.17,2020,1470.85,0,1,0.0,Garage C,Working,2025-11-24 12:17:00
EV0039,MG,ZS EV,Driver_039,50.3,40.48,86.13,160.73,175,0,0.0,2394,126288,0.17,2022,4985.64,1,0,559.62,Garage C,Charging,2025-11-24 13:19:00
EV0007,MG,ZS EV,Driver_007,50.3,53.56,92.76,229.04,175,0,0.0,762,79447,0.17,2024,2764.41,1,0,347.51,Garage C,Charging,2025-11-24 14:46:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,6.38,89.95,25.94,167,0,0.0,1937,48114,0.16,2025,2411.92,1,0,89.36,Garage D,Charging,2025-11-24 15:33:00
EV0021,Tesla,Model 3,Driver_021,60.0,68.84,85.91,295.7,225,13,670.44,2285,142609,0.14,2019,5420.77,0,1,0.0,Garage A,Working,2025-11-24 16:07:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,19.93,92.29,83.14,167,0,0.0,923,81880,0.16,2024,2917.9,1,0,263.79,Garage D,Charging,2025-11-24 16:20:00
EV0049,Tesla,Model 3,Driver_049,60.0,31.18,92.35,143.97,225,0,0.0,1292,29000,0.14,2023,1516.0,1,0,340.42,Garage A,Charging,2025-11-24 17:08:00
EV0043,MG,ZS EV,Driver_043,50.3,48.51,96.32,215.4,175,73,594.39,630,60491,0.17,2022,2129.73,0,1,0.0,Garage C,Parked,2025-11-24 17:29:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,38.01,89.95,154.54,167,12,454.97,1937,46374,0.16,2025,2359.72,0,1,0.0,Garage D,Working,2025-11-24 19:25:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,73.01,94.48,311.79,167,39,188.2,1331,34113,0.16,2022,1688.89,0,1,0.0,Garage D,Parked,2025-11-24 21:10:00
EV0012,Hyundai,Kona EV,Driver_012,39.2,70.86,89.95,288.1,167,38,139.71,1937,46725,0.16,2025,2370.25,0,1,0.0,Garage D,Parked,2025-11-24 21:48:00
EV0014,Tata,Nexon EV,Driver_014,40.5,19.85,99.2,91.56,120,0,0.0,316,29753,0.18,2022,1050.59,1,0,449.25,Garage B,Charging,2025-11-25 01:07:00
EV0029,Tesla,Model 3,Driver_029,60.0,10.62,90.22,47.91,225,0,0.0,1979,74016,0.14,2020,3209.98,1,0,144.61,Garage A,Charging,2025-11-25 02:33:00
EV0022,Tata,Nexon EV,Driver_022,40.5,15.22,87.13,61.66,120,0,0.0,1472,171092,0.18,2024,5868.76,1,0,402.63,Garage B,Charging,2025-11-25 05:21:00
EV0044,Hyundai,Kona EV,Driver_044,39.2,33.09,94.48,141.31,167,0,0.0,1331,32400,0.16,2022,1637.5,1,0,85.92,Garage D,Charging,2025-11-25 05:41:00
EV0019,MG,ZS EV,Driver_019,50.3,56.98,81.98,215.34,175,137,713.31,2221,200084,0.17,2023,7113.02,0,1,0.0,Garage C,Working,2025-11-25 06:07:00
EV0019,MG,ZS EV,Driver_019,50.3,99.9,81.98,377.55,175,0,0.0,2221,202105,0.17,2023,7173.65,1,0,235.47,Garage C,Charging,2025-11-25 06:17:00
EV0005,Tesla,Model 3,Driver_005,60.0,97.5,96.51,470.49,225,50,0.0,448,15720,0.14,2022,695.6,0,1,0.0,Garage A,Working,2025-11-25 09:20:00
EV0032,Hyundai,Kona EV,Driver_032,39.2,21.41,92.04,89.07,167,24,680.95,1016,79277,0.16,2024,2886.31,0,1,0.0,Garage D,Working,2025-11-25 09:42:00
EV0027,MG,ZS EV,Driver_027,50.3,8.37,88.48,34.14,175,0,0.0,1743,94313,0.17,2020,3700.89,1,0,424.85,Garage C,Charging,2025-11-25 10:32:00
EV0033,Tesla,Model 3,Driver_033,60.0,12.28,87.81,53.92,225,0,0.0,1649,161755,0.14,2021,5677.15,1,0,231.25,Garage A,Charging,2025-11-25 10:33:00
EV0047,MG,ZS EV,Driver_047,50.3,67.71,95.72,298.78,175,128,0.0,880,25132,0.17,2019,1193.96,0,1,0.0,Garage C,Working,2025-11-25 13:25:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,48.74,84.06,185.19,167,0,0.0,2467,133313,0.16,2019,5232.89,1,0,215.09,Garage D,Charging,2025-11-25 14:53:00
EV0001,Tesla,Model 3,Driver_001,60.0,92.8,88.8,412.03,225,62,0.0,1933,113523,0.14,2022,4372.19,0,1,0.0,Garage A,Working,2025-11-25 16:01:00
EV0045,Tesla,Model 3,Driver_045,60.0,79.13,92.52,366.06,225,0,0.0,981,106959,0.14,2025,3699.27,1,0,294.95,Garage A,Charging,2025-11-25 16:06:00
EV0006,Tata,Nexon EV,Driver_006,40.5,42.49,93.59,184.91,120,38,0.0,1009,67270,0.18,2020,2522.6,0,1,0.0,Garage B,Working,2025-11-25 19:47:00
EV0046,Tata,Nexon EV,Driver_046,40.5,45.57,89.18,188.97,120,0,0.0,1949,43678,0.18,2022,2284.84,1,0,96.23,Garage B,Charging,2025-11-25 20:14:00
EV0010,Tata,Nexon EV,Driver_010,40.5,18.23,86.12,73.0,120,0,0.0,1725,193580,0.18,2021,6669.9,1,0,333.57,Garage B,Charging,2025-11-25 21:06:00
EV0022,Tata,Nexon EV,Driver_022,40.5,41.29,87.13,167.29,120,0,0.0,1472,172186,0.18,2024,5901.58,1,0,453.42,Garage B,Charging,2025-11-25 22:14:00
EV0041,Tesla,Model 3,Driver_041,60.0,72.28,91.85,331.95,225,202,0.0,1362,31837,0.14,2023,1636.11,0,1,0.0,Garage A,Working,2025-11-25 23:34:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,59.38,97.41,261.45,167,0,0.0,441,25291,0.16,2021,979.23,1,0,245.58,Garage D,Charging,2025-11-25 23:57:00
EV0002,Tata,Nexon EV,Driver_002,40.5,19.36,92.18,82.98,120,0,0.0,1261,84607,0.18,2021,3168.71,1,0,269.19,Garage B,Charging,2025-11-26 01:17:00
EV0019,MG,ZS EV,Driver_019,50.3,89.74,81.98,339.15,175,12,658.77,2221,204467,0.17,2023,7244.51,0,1,0.0,Garage C,Working,2025-11-26 01:41:00
EV0043,MG,ZS EV,Driver_043,50.3,71.87,96.32,319.13,175,174,736.49,630,57633,0.17,2022,2043.99,0,1,0.0,Garage C,Working,2025-11-26 01:53:00
EV0043,MG,ZS EV,Driver_043,50.3,16.99,96.32,75.44,175,0,0.0,630,60537,0.17,2022,2131.11,1,0,463.48,Garage C,Charging,2025-11-26 02:07:00
EV0016,Hyundai,Kona EV,Driver_016,39.2,27.8,87.25,109.63,167,98,732.98,1821,120282,0.16,2020,4518.96,0,1,0.0,Garage D,Working,2025-11-26 02:17:00
EV0003,MG,ZS EV,Driver_003,50.3,32.98,96.75,147.1,175,45,134.37,449,31794,0.17,2022,1178.32,0,1,0.0,Garage C,Working,2025-11-26 05:45:00
EV0022,Tata,Nexon EV,Driver_022,40.5,54.48,87.13,220.73,120,18,716.37,1472,175229,0.18,2024,5992.87,0,1,0.0,Garage B,Working,2025-11-26 05:55:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,47.39,97.41,208.65,167,68,672.48,441,24535,0.16,2021,956.55,0,1,0.0,Garage D,Working,2025-11-26 07:17:00
EV0027,MG,ZS EV,Driver_027,50.3,48.07,88.48,196.07,175,0,0.0,1743,99115,0.17,2020,3844.95,1,0,134.07,Garage C,Charging,2025-11-26 07:36:00
EV0033,Tesla,Model 3,Driver_033,60.0,21.41,87.81,94.0,225,152,0.0,1649,164031,0.14,2021,5745.43,0,1,0.0,Garage A,Parked,2025-11-26 07:47:00
EV0023,MG,ZS EV,Driver_023,50.3,7.37,93.91,31.91,175,0,0.0,903,28913,0.17,2024,1318.89,1,0,70.44,Garage C,Charging,2025-11-26 08:23:00
EV0026,Tata,Nexon EV,Driver_026,40.5,88.51,85.6,352.31,120,87,0.0,2053,170083,0.18,2021,6128.99,0,1,0.0,Garage B,Working,2025-11-26 09:13:00
EV0037,Tesla,Model 3,Driver_037,60.0,7.09,80.94,28.69,225,0,0.0,2151,241454,0.14,2019,8319.12,1,0,297.8,Garage A,Charging,2025-11-26 09:59:00
EV0009,Tesla,Model 3,Driver_009,60.0,18.03,87.48,78.86,225,0,0.0,1300,153513,0.14,2025,5255.39,1,0,62.64,Garage A,Charging,2025-11-26 12:06:00
EV0026,Tata,Nexon EV,Driver_026,40.5,93.0,85.6,370.18,120,93,776.64,2053,170749,0.18,2021,6148.97,0,1,0.0,Garage B,Parked,2025-11-26 13:06:00
EV0038,Tata,Nexon EV,Driver_038,40.5,42.37,96.7,190.52,120,0,0.0,407,13322,0.18,2022,603.16,1,0,351.27,Garage B,Charging,2025-11-26 13:28:00
EV0040,Hyundai,Kona EV,Driver_040,39.2,51.56,85.88,200.14,167,53,879.53,1948,148782,0.16,2022,5437.46,0,1,0.0,Garage D,Parked,2025-11-26 14:10:00
EV0045,Tesla,Model 3,Driver_045,60.0,66.79,92.52,308.97,225,160,198.79,981,103858,0.14,2025,3606.24,0,1,0.0,Garage A,Working,2025-11-26 14:51:00
EV0001,Tesla,Model 3,Driver_001,60.0,52.96,88.8,235.14,225,94,0.0,1933,112809,0.14,2022,4350.77,0,1,0.0,Garage A,Parked,2025-11-26 15:15:00
EV0050,Tata,Nexon EV,Driver_050,40.5,21.07,94.92,93.0,120,73,572.71,498,51286,0.18,2023,1787.58,0,1,0.0,Garage B,Parked,2025-11-26 15:24:00
EV0014,Tata,Nexon EV,Driver_014,40.5,20.94,99.2,96.59,120,62,943.95,316,28752,0.18,2022,1020.56,0,1,0.0,Garage B,Parked,2025-11-26 16:12:00
EV0038,Tata,Nexon EV,Driver_038,40.5,13.06,96.7,58.72,120,0,0.0,407,12619,0.18,2022,582.07,1,0,270.31,Garage B,Charging,2025-11-26 20:25:00
EV0046,Tata,Nexon EV,Driver_046,40.5,75.83,89.18,314.46,120,47,0.0,1949,44979,0.18,2022,2323.87,0,1,0.0,Garage B,Working,2025-11-26 20:33:00
EV0009,Tesla,Model 3,Driver_009,60.0,62.31,87.48,272.54,225,136,0.0,1300,154957,0.14,2025,5298.71,0,1,0.0,Garage A,Working,2025-11-26 22:26:00
EV0004,Hyundai,Kona EV,Driver_004,39.2,59.8,88.34,238.78,167,0,0.0,1626,139917,0.16,2024,5010.51,1,0,157.17,Garage D,Charging,2025-11-26 23:01:00
EV0010,Tata,Nexon EV,Driver_010,40.5,64.07,86.12,256.57,120,16,624.83,1725,190691,0.18,2021,6583.23,0,1,0.0,Garage B,Parked,2025-11-26 23:49:00
EV0030,Tata,Nexon EV,Driver_030,40.5,25.61,97.35,115.93,120,70,445.73,339,23697,0.18,2023,880.41,0,1,0.0,Garage B,Parked,2025-11-27 00:52:00
EV0048,Hyundai,Kona EV,Driver_048,39.2,34.0,84.06,129.18,167,0,0.0,2467,134875,0.16,2019,5279.75,1,0,425.33,Garage D,Charging,2025-11-27 01:11:00
EV0018,Tata,Nexon EV,Driver_018,40.5,91.77,92.27,393.74,120,104,193.77,1157,99698,0.18,2021,3569.44,0,1,0.0,Garage B,Working,2025-11-27 01:28:00
EV0009,Tesla,Model 3,Driver_009,60.0,48.6,87.48,212.58,225,97,627.57,1300,157660,0.14,2025,5379.8,0,1,0.0,Garage A,Working,2025-11-27 02:10:00
EV0017,Tesla,Model 3,Driver_017,60.0,31.64,89.45,141.51,225,0,0.0,2197,73972,0.14,2019,3317.66,1,0,175.63,Garage A,Charging,2025-11-27 03:26:00
EV0020,Hyundai,Kona EV,Driver_020,39.2,65.34,92.29,272.57,167,108,0.0,923,83258,0.16,2024,2959.24,0,1,0.0,Garage D,Working,2025-11-27 04:32:00
EV0042,Tata,Nexon EV,Driver_042,40.5,84.98,99.76,394.21,120,85,705.53,130,8827,0.18,2023,329.81,0,1,0.0,Garage B,Working,2025-11-27 04:38:00
EV0043,MG,ZS EV,Driver_043,50.3,72.76,96.32,323.08,175,14,370.23,630,56793,0.17,2022,2018.79,0,1,0.0,Garage C,Parked,2025-11-27 05:45:00
EV0014,Tata,Nexon EV,Driver_014,40.5,29.55,99.2,136.31,120,11,465.84,316,26300,0.18,2022,947.0,0,1,0.0,Garage B,Working,2025-11-27 06:29:00
EV0050,Tata,Nexon EV,Driver_050,40.5,46.75,94.92,206.34,120,34,617.86,498,54086,0.18,2023,1871.58,0,1,0.0,Garage B,Working,2025-11-27 08:10:00
EV0031,MG,ZS EV,Driver_031,50.3,54.17,93.45,233.37,175,12,0.0,907,107843,0.17,2025,3688.79,0,1,0.0,Garage C,Working,2025-11-27 08:15:00
EV0005,Tesla,Model 3,Driver_005,60.0,49.22,96.51,237.51,225,0,0.0,448,16328,0.14,2022,713.84,1,0,299.47,Garage A,Charging,2025-11-27 09:09:00
EV0023,MG,ZS EV,Driver_023,50.3,68.91,93.91,298.33,175,90,385.79,903,30161,0.17,2024,1356.33,0,1,0.0,Garage C,Working,2025-11-27 09:58:00
EV0008,Hyundai,Kona EV,Driver_008,39.2,90.46,97.41,398.29,167,0,0.0,441,23633,0.16,2021,929.49,1,0,280.07,Garage D,Charging,2025-11-27 10:16:00
EV0018,Tata,Nexon EV,Driver_018,40.5,22.57,92.27,96.84,120,88,427.83,1157,100935,0.18,2021,3606.55,0,1,0.0,Garage B,Working,2025-11-27 11:16:00
EV0002,Tata,Nexon EV,Driver_002,40.5,27.43,92.18,117.58,120,98,703.54,1261,83744,0.18,2021,3142.82,0,1,0.0,Garage B,Working,2025-11-27 11:31:00
EV0046,Tata,Nexon EV,Driver_046,40.5,45.56,89.18,188.93,120,105,993.35,1949,46079,0.18,2022,2356.87,0,1,0.0,Garage B,Working,2025-11-27 13:10:00
EV0009,Tesla,Model 3,Driver_009,60.0,50.43,87.48,220.58,225,47,570.44,1300,155631,0.14,2025,5318.93,0,1,0.0,Garage A,Parked,2025-11-27 13:14:00
EV0006,Tata,Nexon EV,Driver_006,40.5,44.83,93.59,195.1,120,0,0.0,1009,71347,0.18,2020,2644.91,1,0,107.61,Garage B,Charging,2025-11-27 13:51:00
EV0049,Tesla,Model 3,Driver_049,60.0,87.67,92.35,404.82,225,57,650.95,1292,28480,0.14,2023,1500.4,0,1,0.0,Garage A,Working,2025-11-27 14:32:00
EV0035,MG,ZS EV,Driver_035,50.3,38.69,88.18,157.28,175,0,0.0,2392,87712,0.17,2023,3827.36,1,0,460.82,Garage C,Charging,2025-11-27 14:48:00
EV0009,Tesla,Model 3,Driver_009,60.0,74.33,87.48,325.12,225,62,167.12,1300,155784,0.14,2025,5323.52,0,1,0.0,Garage A,Working,2025-11-27 15:00:00
